,scores
873,15.642999649
874,15.642999649
875,15.642999649
876,15.5360002518
877,15.5360002518
893,15.642999649
894,15.642999649
895,15.642999649
896,15.5360002518
897,15.5360002518
913,15.642999649
914,15.642999649
915,15.642999649
916,15.5360002518
917,15.5360002518
1112,31.2980003357
1113,31.2980003357
1114,31.2980003357
1115,29.6200008392
1116,29.5979995728
1132,31.2980003357
1133,31.2980003357
1134,31.2980003357
1135,29.6200008392
1136,29.5979995728
1137,26.7080001831
1152,31.2980003357
1153,31.2980003357
1154,31.2980003357
1155,29.6200008392
1156,29.5979995728
1157,26.7080001831
1169,15.9429998398
1170,15.9429998398
1171,15.9429998398
1189,15.9429998398
1190,15.9429998398
1191,15.9429998398
1193,15.642999649
1194,15.642999649
1195,15.642999649
1196,15.5360002518
1197,15.5360002518
1209,15.9429998398
1210,15.9429998398
1211,15.9429998398
1213,15.642999649
1214,15.642999649
1215,15.642999649
1216,15.5360002518
1217,15.5360002518
1233,15.642999649
1234,15.642999649
1235,15.642999649
1236,15.5360002518
1237,15.5360002518
1392,27.172000885
1393,27.172000885
1412,29.9939994812
1413,29.9939994812
1414,29.9939994812
1432,31.3799991608
1433,31.3799991608
1434,31.2980003357
1435,29.6200008392
1436,29.5979995728
1452,31.3799991608
1453,31.3799991608
1454,31.2980003357
1455,29.6200008392
1456,29.5979995728
1457,26.7080001831
1471,15.6899995804
1472,31.3799991608
1473,31.3799991608
1474,31.2980003357
1475,30.7600002289
1476,30.7600002289
1477,26.8500003815
1489,15.9429998398
1490,15.9429998398
1491,15.9429998398
1492,15.5430002213
1509,15.9429998398
1510,15.9429998398
1511,15.9429998398
1512,15.5430002213
1513,15.642999649
1514,15.642999649
1515,15.642999649
1516,15.5360002518
1517,15.5360002518
1529,15.9429998398
1530,15.9429998398
1531,15.9429998398
1532,15.5430002213
1533,15.642999649
1534,15.642999649
1535,15.642999649
1536,15.5360002518
1537,15.5360002518
1553,15.642999649
1554,15.642999649
1555,15.642999649
1556,15.5360002518
1557,15.5360002518
1712,27.172000885
1713,27.172000885
1732,29.9939994812
1733,29.9939994812
1734,29.9939994812
1752,31.3799991608
1753,31.3799991608
1754,31.2980003357
1755,29.6200008392
1756,29.5979995728
1772,31.3799991608
1773,31.3799991608
1774,31.2980003357
1775,29.6200008392
1776,29.5979995728
1777,26.7080001831
1792,31.3799991608
1793,31.3799991608
1794,31.2980003357
1795,30.7600002289
1796,30.7600002289
1797,26.8500003815
1809,15.9429998398
1810,15.9429998398
1811,15.9429998398
1829,15.9429998398
1830,15.9429998398
1831,15.9429998398
1832,15.5430002213
1849,15.9429998398
1850,15.9429998398
1851,15.9429998398
1852,15.5430002213
1853,15.5430002213
1854,15.5430002213
1855,15.263999939
1856,15.263999939
2032,27.172000885
2033,27.172000885
2052,29.9939994812
2053,29.9939994812
2054,29.9939994812
2072,31.3799991608
2073,31.3799991608
2074,29.9939994812
2075,26.6539993286
2092,31.3799991608
2093,31.3799991608
2094,29.9939994812
2095,27.7240009308
2096,26.9519996643
2112,31.3799991608
2113,31.3799991608
2114,30.7600002289
2115,30.7600002289
2116,30.7600002289
2117,26.8500003815
2152,15.5430002213
2172,15.5430002213
2173,15.5430002213
2174,15.5430002213
2175,15.263999939
2176,15.263999939
2412,28.7280006409
2413,28.7280006409
2414,26.9239997864
2432,28.7280006409
2433,29.9300003052
2434,29.9300003052
2435,29.9300003052
2436,27.7999992371
2437,26.2859992981
2752,23.827999115
2753,23.827999115
2754,23.827999115
3882,27.3680000305
3883,27.3680000305
3884,27.3680000305
3902,27.3680000305
3903,27.3680000305
3904,27.3680000305
3922,27.3680000305
3923,27.3680000305
3924,27.3680000305
4202,27.3680000305
4203,27.3680000305
4204,27.3680000305
4222,27.3680000305
4223,27.3680000305
4224,27.3680000305
4242,27.3680000305
4243,27.3680000305
4244,27.3680000305
4522,27.3680000305
4523,27.3680000305
4524,27.3680000305
4542,27.3680000305
4543,27.3680000305
4544,27.3680000305
4562,27.3680000305
4563,27.3680000305
4564,27.3680000305
7285,16.4650001526
7286,16.4650001526
7287,16.4650001526
7315,16.6660003662
7316,16.6660003662
7317,16.6660003662
7345,16.6660003662
7346,16.6660003662
7347,16.6660003662
7375,16.6660003662
7376,16.6660003662
7377,16.6660003662
7405,15.5240001678
7406,15.5240001678
8033,30.4239997864
8034,30.4239997864
8035,30.4239997864
8126,16.6660003662
8127,16.6660003662
8128,15.7159996033
8153,15.2910003662
8154,15.5539999008
8155,16.6660003662
8156,16.6660003662
8157,16.6660003662
8158,15.7159996033
8183,15.2910003662
8184,16.3990001678
8185,16.6660003662
8186,16.6660003662
8187,16.6660003662
8188,15.7159996033
8213,15.2910003662
8214,16.3990001678
8215,16.3990001678
8216,16.3990001678
8244,16.3990001678
8245,16.3990001678
8936,16.6660003662
