,scores
534,13.3210000992
535,13.3210000992
536,13.3210000992
537,13.3190002441
553,12.7629995346
554,19.5279998779
555,19.5279998779
556,19.5279998779
557,15.7829999924
573,12.7629995346
574,19.5279998779
575,19.5279998779
576,19.5279998779
577,15.7829999924
593,12.7629995346
594,19.5279998779
595,19.5279998779
596,19.5279998779
597,15.7829999924
614,14.3649997711
615,14.3649997711
616,14.3649997711
617,14.2410001755
774,13.3210000992
775,13.7559995651
776,13.7559995651
777,13.7559995651
793,12.8059997559
794,19.5279998779
795,19.5279998779
796,19.5279998779
797,15.7829999924
813,12.8059997559
814,19.5279998779
815,19.5279998779
816,19.5279998779
817,15.7829999924
834,19.5279998779
835,19.5279998779
836,19.5279998779
837,15.7829999924
855,14.3649997711
856,14.3649997711
857,14.2410001755
1014,13.3210000992
1015,13.7559995651
1016,13.7559995651
1017,13.7559995651
1034,19.5279998779
1035,19.5279998779
1036,19.5279998779
1037,15.7829999924
1054,19.5279998779
1055,19.5279998779
1056,19.5279998779
1057,15.7829999924
1074,19.5279998779
1075,19.5279998779
1076,19.5279998779
1077,15.7829999924
1095,14.3649997711
1096,14.3649997711
1097,14.2410001755
1255,13.7559995651
1256,13.7559995651
1257,13.7559995651
1274,18.7329998016
1275,18.7329998016
1276,18.7329998016
1277,15.5620002747
1294,18.7329998016
1295,18.7329998016
1296,18.7329998016
1297,15.5620002747
1314,18.7329998016
1315,18.7329998016
1316,18.7329998016
1317,15.5620002747
1515,12.1630001068
1516,12.1630001068
1536,12.1630001068
1556,12.1630001068
2722,13.7840003967
2723,13.7840003967
2724,13.7840003967
2742,16.0279998779
2743,16.0279998779
2744,16.0279998779
2762,16.0279998779
2763,16.0279998779
2764,16.0279998779
2782,16.0279998779
2783,16.0279998779
2944,12.263999939
2945,12.263999939
2946,12.263999939
2962,13.9560003281
2963,15.1809997559
2964,15.1809997559
2965,15.1809997559
2966,13.0120000839
2967,14.7119998932
2968,14.7119998932
2969,14.7119998932
2982,16.0279998779
2983,16.0279998779
2984,16.0279998779
2985,15.1809997559
2987,14.7119998932
2991,14.2620000839
2992,14.2620000839
3002,16.3780002594
3003,16.3780002594
3004,16.3780002594
3022,16.3780002594
3023,16.3780002594
3024,16.3780002594
3042,16.3780002594
3043,16.3780002594
3044,16.3780002594
3184,12.263999939
3185,12.263999939
3186,12.263999939
3202,13.9560003281
3203,15.1809997559
3204,15.1809997559
3205,15.1809997559
3206,13.0120000839
