,scores
488,19.7399997711
489,19.7399997711
490,19.7399997711
501,19.7399997711
502,19.7399997711
503,19.7399997711
683,19.7399997711
696,19.7399997711
698,39.4799995422
699,26.1739997864
711,39.4799995422
712,26.1739997864
724,35.6619987488
725,26.1739997864
737,28.6879997253
750,25.3460006714
848,19.077999115
849,19.077999115
850,19.077999115
861,19.077999115
862,19.077999115
863,19.077999115
874,19.077999115
875,19.077999115
876,19.077999115
878,19.7399997711
891,19.7399997711
893,39.4799995422
894,37.9799995422
906,39.4799995422
907,37.9799995422
919,35.6619987488
920,33.09400177
932,28.6879997253
1017,17.9370002747
1018,17.9370002747
1029,19.466999054
1030,19.466999054
1031,19.466999054
1042,19.466999054
1043,19.466999054
1044,19.466999054
1045,19.077999115
1055,19.466999054
1056,19.466999054
1057,19.466999054
1058,19.077999115
1069,19.077999115
1070,19.077999115
1071,19.077999115
1088,37.9799995422
1089,37.9799995422
1101,37.9799995422
1102,37.9799995422
1112,16.7000007629
1114,33.4000015259
1115,33.09400177
1199,15.2569999695
1212,17.9370002747
1213,17.9370002747
1224,19.466999054
1225,19.466999054
1226,19.466999054
1237,19.466999054
1238,19.466999054
1239,19.466999054
1240,19.077999115
1250,19.466999054
1251,19.466999054
1252,19.466999054
1253,19.077999115
1264,19.077999115
1265,19.077999115
1266,19.077999115
1283,37.9799995422
1284,37.9799995422
1296,37.9799995422
1297,37.9799995422
1309,33.09400177
1310,33.09400177
1394,15.2569999695
1407,17.9370002747
1408,17.9370002747
1409,17.9370002747
1410,17.6770000458
1419,19.466999054
1420,19.466999054
1421,19.466999054
1422,17.9370002747
1423,17.6770000458
1432,19.466999054
1433,19.466999054
1434,19.466999054
1435,17.9370002747
1436,17.6770000458
1445,19.466999054
1446,19.466999054
1447,19.466999054
1478,37.3860015869
1479,37.3860015869
1491,37.3860015869
1492,37.3860015869
4059,12.4429998398
4060,12.4429998398
4061,12.4429998398
4088,12.4429998398
4089,12.4429998398
4090,12.4429998398
4117,12.4429998398
4118,12.4429998398
4119,12.4429998398
4984,12.4429998398
4985,12.4429998398
4986,12.4429998398
5013,12.7449998856
5014,13.7729997635
5015,13.7729997635
5016,13.7729997635
5017,13.6420001984
5018,12.4429998398
5042,12.7449998856
5043,13.7729997635
5044,13.7729997635
5045,13.7729997635
5046,13.6420001984
5047,12.4429998398
5071,12.7449998856
5072,13.7729997635
5073,13.7729997635
5074,13.7729997635
5075,13.6420001984
5076,12.513999939
5102,13.5579996109
5103,13.5579996109
5104,13.5579996109
5105,12.513999939
5131,13.5579996109
5132,13.5579996109
5133,13.5579996109
5134,12.513999939
5160,13.5579996109
5161,13.5579996109
5162,13.5579996109
5911,12.595000267
5912,12.4200000763
5940,12.595000267
5941,12.5030002594
5942,12.5030002594
5943,12.5030002594
5968,13.013999939
5969,13.013999939
5970,13.013999939
5971,13.7729997635
5972,13.7729997635
5973,13.7729997635
5974,13.6420001984
5975,12.9809999466
5997,13.013999939
5998,13.013999939
5999,13.1219997406
6000,13.7729997635
6001,14.0760002136
6003,14.0760002136
6004,13.6459999084
6005,13.3479995728
6026,13.013999939
6027,13.013999939
6028,13.1219997406
6029,13.7729997635
6030,14.0989999771
6032,14.0989999771
6033,13.7950000763
6034,13.3479995728
6057,13.1219997406
