,scores
816,29.6730003357
817,30.7229995728
818,30.7229995728
819,30.7229995728
830,29.6730003357
831,30.7229995728
832,30.7229995728
833,30.7229995728
844,29.6730003357
845,33.8590011597
846,33.8590011597
847,33.8590011597
859,33.8590011597
860,33.8590011597
861,33.8590011597
873,33.8590011597
874,33.8590011597
875,33.8590011597
1082,28.1450004578
1096,28.1450004578
1110,30.5839996338
1124,32.1040000916
1138,32.1040000916
1139,32.1040000916
1140,32.1040000916
1152,32.8899993896
1153,32.8899993896
1154,32.8899993896
1166,32.8899993896
1167,32.8899993896
1168,32.8899993896
1169,30.7229995728
1180,32.8899993896
1181,33.5
1182,33.5
1183,33.5
1194,29.6730003357
1195,33.8590011597
1196,33.8590011597
1197,33.8590011597
1209,33.8590011597
1210,33.8590011597
1211,33.8590011597
1223,33.8590011597
1224,33.8590011597
1225,33.8590011597
1237,32.9560012817
1238,32.9560012817
1239,32.9560012817
1472,31.1180000305
1473,31.1180000305
1474,32.1040000916
1486,31.1180000305
1487,33.1329994202
1488,33.2949981689
1489,33.6189994812
1490,33.6189994812
1491,33.6189994812
1500,31.1180000305
1501,33.1329994202
1502,33.2949981689
1515,33.1329994202
1516,33.2949981689
1529,32.7760009766
1530,32.8899993896
1545,33.8590011597
1546,33.8590011597
1547,33.8590011597
1559,33.8590011597
1560,33.8590011597
1561,33.8590011597
1573,33.8590011597
1574,33.8590011597
1575,33.8590011597
1587,32.9560012817
1588,32.9560012817
1589,32.9560012817
1864,58.8759994507
1865,66.2659988403
1866,66.5899963379
1867,66.5899963379
1868,66.5899963379
1869,63.0219993591
1878,58.8759994507
1879,65.5520019531
1880,65.7799987793
1881,67.0
1882,67.0
1883,67.0
1892,52.0279998779
1893,52.0279998779
1894,57.3499984741
1895,67.0
1896,67.0
1897,67.0
1909,67.0
1910,67.0
1911,67.0
1923,65.9120025635
1924,65.9120025635
1925,65.9120025635
1937,65.9120025635
1938,65.9120025635
1939,65.9120025635
2214,58.8759994507
2215,66.2659988403
2216,66.5899963379
2217,66.5899963379
2218,66.5899963379
2219,63.0219993591
2228,58.8759994507
2229,65.5520019531
2230,65.5520019531
2231,65.5520019531
2232,60.9819984436
2233,58.3300018311
2242,52.0279998779
2243,52.0279998779
2244,57.3499984741
2245,57.3499984741
2246,57.3499984741
2564,58.8759994507
2565,58.8759994507
2566,58.8759994507
2567,57.7439994812
2568,53.4099998474
2578,58.8759994507
2579,58.8759994507
2580,58.8759994507
2581,57.7439994812
2592,52.0279998779
2593,52.0279998779
2594,52.0279998779
2677,29.611000061
2681,32.3520011902
2691,29.611000061
2692,32.5880012512
2693,32.5880012512
2694,32.5880012512
2695,32.3520011902
2706,32.5880012512
2707,32.5880012512
2708,32.5880012512
2709,32.3520011902
3015,36.1319999695
3016,36.1319999695
3017,36.1319999695
3027,29.611000061
3029,36.1319999695
3030,36.1319999695
3031,36.1319999695
3041,29.611000061
3042,32.5880012512
3043,36.1319999695
3044,36.1319999695
3045,36.1319999695
3056,32.5880012512
3057,34.0190010071
3058,34.0190010071
3059,34.0190010071
3364,32.0880012512
3365,36.1319999695
3366,36.1319999695
3367,36.1319999695
3377,29.611000061
3378,32.5880012512
3379,36.1319999695
3380,36.1319999695
3381,36.1319999695
3391,29.611000061
3392,32.5880012512
3393,36.1319999695
3394,36.1319999695
3395,36.1319999695
3406,32.5880012512
3407,34.0190010071
3408,34.0190010071
3409,34.0190010071
3714,32.0880012512
3715,36.1319999695
3716,36.1319999695
3717,36.1319999695
3728,32.2000007629
3729,36.1319999695
3730,36.1319999695
3731,36.1319999695
3742,32.2000007629
3743,36.1319999695
3744,36.1319999695
3745,36.1319999695
3756,32.2000007629
3757,34.0190010071
3758,34.0190010071
3759,34.0190010071
4064,28.8199996948
4065,30.406999588
4066,30.406999588
4067,30.406999588
4078,28.8199996948
4079,30.406999588
4080,30.406999588
4081,30.406999588
4092,28.8199996948
4093,30.406999588
4094,30.406999588
4095,30.406999588
4125,44.6399993896
4126,44.6399993896
4127,44.6399993896
4139,44.6399993896
4140,44.6399993896
4141,44.6399993896
4153,44.6399993896
4154,44.6399993896
4155,44.6399993896
4167,41.8720016479
4168,41.8720016479
4169,41.8720016479
4357,33.7999992371
4358,33.7999992371
4475,45.2840003967
4476,45.2840003967
4477,45.2840003967
4489,45.2840003967
4490,45.2840003967
4491,45.2840003967
4503,45.2840003967
4504,45.2840003967
4505,45.2840003967
4517,41.8720016479
