mol_id,atom_id,score
A:GOL1299,C1,0.0
A:GOL1299,O2,0.0
A:GOL1299,C3,0.0
A:GOL1299,O4,0.0
A:GOL1299,C5,0.0
A:GOL1299,O6,0.0
A:GOL1300,C1,0.0
A:GOL1300,O2,0.0
A:GOL1300,C3,0.0
A:GOL1300,O4,0.0
A:GOL1300,C5,0.0
A:GOL1300,O6,0.0
A:LZ11301,C1,19.8050003052
A:LZ11301,C2,19.8050003052
A:LZ11301,C3,19.8050003052
A:LZ11301,C4,19.8050003052
A:LZ11301,C5,19.8050003052
A:LZ11301,C6,19.8050003052
A:LZ11301,N7,18.3759994507
A:LZ11301,C8,18.4400005341
A:LZ11301,N9,0.0
