mol_id,atom_id,score
A:CSD280,N1,0.0
A:CSD280,C2,0.0
A:CSD280,C3,0.0
A:CSD280,S4,0.0
A:CSD280,C5,0.0
A:CSD280,O6,0.0
A:CSD280,O7,0.0
A:CSD280,O8,0.0
A:EFZ999,Cl1,0.0
A:EFZ999,F2,0.0
A:EFZ999,F3,0.0
A:EFZ999,F4,0.0
A:EFZ999,O5,0.0
A:EFZ999,O6,0.0
A:EFZ999,N7,0.0
A:EFZ999,C8,0.0
A:EFZ999,C9,0.0
A:EFZ999,C10,0.0
A:EFZ999,C11,0.0
A:EFZ999,C12,0.0
A:EFZ999,C13,0.0
A:EFZ999,C14,0.0
A:EFZ999,C15,0.0
A:EFZ999,C16,0.0
A:EFZ999,C17,0.0
A:EFZ999,C18,0.0
A:EFZ999,C19,0.0
A:EFZ999,C20,0.0
A:EFZ999,C21,0.0
