,scores
1431,9.92300033569
1432,9.92300033569
1433,9.92300033569
1450,9.92300033569
1451,9.92300033569
1452,9.92300033569
1469,9.92300033569
1470,9.92300033569
1471,9.92300033569
1943,10.1059999466
1944,10.6759996414
1945,10.6759996414
1946,10.6759996414
1962,10.1059999466
1963,10.6759996414
1964,10.6759996414
1965,10.6759996414
1981,10.1059999466
1982,10.6759996414
1983,10.6759996414
1984,10.6759996414
2323,10.5010004044
2324,10.5010004044
2325,10.5010004044
2341,10.3000001907
2342,11.6260004044
2343,11.6260004044
2344,11.6260004044
2360,10.781999588
2361,11.6260004044
2362,11.6260004044
2363,11.6260004044
2379,10.781999588
2380,11.6260004044
2381,11.6260004044
2382,11.6260004044
2398,10.781999588
2399,10.781999588
2400,10.781999588
2417,10.1750001907
2418,10.1750001907
2419,10.1750001907
2436,10.1750001907
2437,11.138999939
2438,11.138999939
2439,11.138999939
2455,11.2419996262
2456,11.2419996262
2457,11.2419996262
2458,11.138999939
2459,10.6759996414
2474,12.6840000153
2475,12.6840000153
2476,12.6840000153
2477,11.138999939
2478,10.6759996414
2493,12.6840000153
2494,12.6840000153
2495,12.6840000153
2496,10.7110004425
2497,10.6759996414
2512,12.6840000153
2513,12.6840000153
2514,12.6840000153
2723,11.2840003967
2724,11.2840003967
2725,11.2840003967
2742,12.5
2743,12.5
2744,12.5
2761,12.5
2762,12.5
2763,12.5
2780,12.5
2781,12.5
2782,12.5
2799,10.6339998245
2800,10.6339998245
2801,10.6339998245
2836,12.6239995956
2837,12.6239995956
2838,12.6239995956
2854,10.3000001907
2855,13.5830001831
2856,13.5830001831
2857,13.5830001831
2873,14.5719995499
2874,14.5719995499
2875,14.5719995499
2876,13.5830001831
2892,14.5719995499
2893,14.5719995499
2894,14.5719995499
2895,13.5830001831
2911,14.5719995499
2912,14.5719995499
2913,14.5719995499
2914,11.170999527
2930,12.8879995346
2931,12.8879995346
2932,12.8879995346
2933,12.6579999924
2949,12.8879995346
2950,12.8879995346
2951,12.8879995346
2952,12.6579999924
2968,13.2250003815
2969,13.2250003815
2970,13.2250003815
2971,12.6579999924
2972,10.6759996414
2987,13.2250003815
2988,13.2250003815
2989,13.2250003815
2990,11.6520004272
2991,10.6759996414
3006,13.2250003815
