,scores
1547,30.3220005035
1548,30.3220005035
1549,30.3220005035
1571,30.3220005035
1572,30.3220005035
1573,30.3220005035
1595,30.3220005035
1596,30.3220005035
1597,30.3220005035
2053,30.4430007935
2054,30.4430007935
2055,30.4430007935
2079,31.6130008698
2101,34.6570014954
2103,31.6130008698
2125,34.6570014954
2127,31.6130008698
2147,34.6570014954
2148,34.6570014954
2149,34.6570014954
2151,28.6959991455
2171,32.5680007935
2172,32.5680007935
2173,32.5680007935
2175,27.8299999237
2197,31.1679992676
2198,29.9899997711
2221,31.75
2222,31.75
2225,26.3700008392
2226,26.3700008392
2227,26.3700008392
2245,31.75
2246,31.75
2247,29.9370002747
2248,33.563999176
2249,34.6529998779
2250,34.6529998779
2251,34.6529998779
2252,29.6420001984
2271,32.188999176
2272,36.5
2273,36.5
2274,36.5
2275,34.6749992371
2276,29.6420001984
2295,32.5970001221
2296,36.5
2297,36.5
2298,36.5
2299,34.6749992371
2300,29.6420001984
2319,32.5970001221
2320,36.5
2321,36.5
2322,36.5
2323,34.6749992371
2324,29.1919994354
2343,32.5970001221
2344,33.1959991455
2345,33.1959991455
2346,33.1959991455
2347,30.9909992218
2525,32.5029983521
2526,32.5029983521
2527,32.5029983521
2528,31.6560001373
2653,35.5600013733
2654,38.4230003357
2655,38.4230003357
2656,38.4230003357
2657,36.3160018921
2676,39.1699981689
2677,39.4430007935
2678,39.4430007935
2679,39.4430007935
2680,38.4230003357
2681,36.3160018921
2700,39.1699981689
2701,39.4430007935
2702,39.4430007935
2703,39.4430007935
2704,38.4230003357
2705,36.3160018921
2724,39.1699981689
2725,39.4430007935
2726,39.4430007935
2727,39.4430007935
2728,35.6409988403
2729,31.5389995575
2747,34.6570014954
2748,38.2070007324
2749,38.2070007324
2750,38.2070007324
2751,35.6409988403
2752,35.6409988403
2753,31.5389995575
2772,37.8050003052
2773,37.8050003052
2774,37.8050003052
2775,33.8059997559
2776,30.938999176
2796,33.5110015869
2797,33.8059997559
2798,33.8059997559
2799,33.8059997559
2821,31.75
2822,31.75
2824,35.7820014954
2825,37.4329986572
2826,37.4329986572
2827,37.4329986572
2828,34.8059997559
2846,31.75
2847,35.6339988708
2848,43.6269989014
2849,45.9469985962
2850,45.9469985962
2851,45.9469985962
2852,40.9210014343
2870,33.0950012207
2871,35.6339988708
2872,43.6269989014
2873,45.9469985962
2874,45.9469985962
2875,45.9469985962
2876,40.9210014343
2894,33.0950012207
2895,35.6339988708
2896,43.6269989014
2897,45.9469985962
2898,45.9469985962
2899,45.9469985962
2900,40.9210014343
2918,33.0950012207
2919,34.2519989014
2920,42.0110015869
2921,44.9420013428
2922,44.9420013428
2923,44.9420013428
2924,38.4350013733
2943,34.2519989014
2945,43.7649993896
2946,43.7649993896
2947,43.7649993896
3076,27.8099994659
3077,27.8099994659
3078,27.8099994659
3099,36.3019981384
3100,36.3019981384
3101,36.3019981384
3102,35.5660018921
3103,29.8519992828
3104,27.5709991455
3123,36.3019981384
3124,36.4399986267
3125,36.4399986267
3126,36.4399986267
3127,33.8499984741
3128,31.7240009308
3147,36.3019981384
3148,36.4399986267
3149,36.4399986267
3150,36.4399986267
3151,33.8499984741
3171,34.7719993591
3172,36.4399986267
3173,36.4399986267
3174,36.4399986267
3175,33.8499984741
3253,35.5600013733
3254,38.4230003357
3255,38.4230003357
3256,38.4230003357
3257,38.3269996643
3276,39.1699981689
3277,39.4430007935
3278,39.4430007935
3279,39.4430007935
3280,38.4230003357
3281,38.3450012207
3282,32.4230003357
3300,39.1699981689
3301,39.4430007935
3302,39.4430007935
3303,39.4430007935
3304,38.4230003357
3305,38.3450012207
3306,32.4230003357
3324,39.1699981689
3325,39.4430007935
3326,39.4430007935
3327,39.4430007935
3328,38.3450012207
3329,38.3450012207
3330,32.4230003357
3347,34.6570014954
3348,38.2070007324
3349,38.2070007324
3350,38.2070007324
3351,37.486000061
3352,37.486000061
3372,37.8050003052
3373,37.8050003052
3374,37.8050003052
3375,34.3349990845
3378,33.2630004883
3379,33.2630004883
3380,33.2630004883
3397,33.8059997559
3398,33.8059997559
3399,33.8059997559
3402,34.9329986572
3403,34.9329986572
3404,34.9329986572
3422,32.0289993286
3423,32.0289993286
3424,35.7820014954
3425,37.4329986572
3426,42.6609992981
3427,42.6609992981
3428,42.6609992981
3429,29.2509994507
3447,35.6339988708
3448,43.6269989014
3449,46.8190002441
3450,46.8190002441
3451,46.8190002441
3452,45.5810012817
3453,40.1119995117
3470,33.0950012207
3471,35.6339988708
3472,43.6269989014
3473,47.9399986267
3474,47.9399986267
3475,47.9399986267
3476,45.5810012817
3477,40.1119995117
3495,35.6339988708
3496,43.6269989014
3497,47.9399986267
3498,47.9399986267
3499,47.9399986267
3500,45.5810012817
3501,40.1119995117
3519,34.2519989014
3520,42.0110015869
3521,47.9399986267
3522,47.9399986267
3523,47.9399986267
3524,40.4150009155
3543,34.2519989014
3545,43.7649993896
3546,43.7649993896
3547,43.7649993896
3651,28.0090007782
3652,28.0090007782
3653,28.0090007782
3674,37.8260002136
3675,41.2919998169
3676,41.2919998169
3677,41.2919998169
3678,37.2680015564
3698,37.8260002136
3699,43.5909996033
3700,43.5909996033
3701,43.5909996033
3702,39.4959983826
3703,39.4959983826
3722,37.8260002136
3723,43.5909996033
3724,43.5909996033
3725,43.5909996033
3726,39.4959983826
3727,39.4959983826
3728,32.7270011902
3746,36.3940010071
3747,43.5909996033
3748,43.5909996033
3749,43.5909996033
3750,39.4959983826
3751,39.4959983826
3771,41.2340011597
3772,41.2340011597
3773,41.2340011597
3774,39.4910011292
3854,38.4230003357
3855,38.4230003357
3856,38.4230003357
3857,38.3269996643
3876,39.1699981689
3877,39.4430007935
3878,39.4430007935
3879,39.4430007935
3880,38.9440002441
3881,38.3450012207
3882,32.4230003357
3900,39.1699981689
3901,39.4430007935
3902,39.4430007935
3903,39.8629989624
3904,39.8629989624
3905,39.8629989624
3906,34.1119995117
3907,31.5189990997
3924,39.1699981689
3925,39.4430007935
3926,39.4430007935
3927,39.8629989624
3928,39.8629989624
3929,39.8629989624
3930,34.3839988708
3931,34.3839988708
3948,38.2070007324
3949,38.2070007324
3950,38.2070007324
3951,39.8629989624
3952,39.8629989624
3953,39.8629989624
3954,36.3339996338
3955,36.3339996338
3972,37.8050003052
3973,37.8050003052
3974,37.8050003052
3975,34.9550018311
3976,34.9550018311
3977,38.8219985962
3978,38.8219985962
3979,38.8219985962
3980,33.2630004883
3997,33.8059997559
3998,33.8059997559
4001,41.2210006714
4002,41.2210006714
4003,41.2210006714
4004,34.9329986572
4024,35.7820014954
4025,41.2210006714
4026,42.6609992981
4027,42.6609992981
4028,42.6609992981
4029,29.2509994507
4047,35.6339988708
4048,43.6269989014
4049,46.8190002441
4050,46.8190002441
4051,46.8190002441
4052,45.5810012817
4053,40.1119995117
4071,35.6339988708
4072,43.6269989014
4073,47.9399986267
4074,47.9399986267
4075,47.9399986267
4076,45.5810012817
4077,40.1119995117
4095,35.6339988708
4096,43.6269989014
4097,47.9399986267
4098,47.9399986267
4099,47.9399986267
4100,45.5810012817
4101,40.1119995117
4120,42.0110015869
4121,47.9399986267
4122,47.9399986267
4123,47.9399986267
4124,40.4150009155
4145,43.7649993896
4146,43.7649993896
4147,43.7649993896
4250,31.5909996033
4251,36.4210014343
4252,36.4210014343
4253,36.4210014343
4274,43.5089988708
4275,53.2589988708
4276,53.2589988708
4277,53.2589988708
4278,37.2680015564
4298,43.5089988708
4299,53.2589988708
4300,53.2589988708
4301,53.2589988708
4302,39.4959983826
4303,39.4959983826
4322,43.5089988708
4323,53.2589988708
4324,53.2589988708
4325,53.2589988708
4326,39.4959983826
4327,39.4959983826
4328,32.7270011902
4346,43.2159996033
4347,52.2179985046
4348,52.2179985046
4349,52.2179985046
4350,39.4959983826
4351,39.4959983826
4370,32.9980010986
4371,41.2340011597
4372,41.2340011597
4373,41.2340011597
4374,39.4910011292
4455,38.3269996643
4456,38.3269996643
4457,38.3269996643
4478,38.9440002441
4479,38.9440002441
4480,38.9440002441
4481,38.3450012207
4482,32.4230003357
4501,37.0009994507
4502,38.9440002441
4503,39.8629989624
4504,39.8629989624
4505,39.8629989624
4506,34.1119995117
4507,31.5189990997
4526,38.9440002441
4527,39.8629989624
4528,39.8629989624
4529,39.8629989624
4530,34.3839988708
4531,34.3839988708
4551,39.8629989624
4552,39.8629989624
4553,39.8629989624
4554,36.3339996338
4555,36.3339996338
4577,38.8219985962
4578,38.8219985962
4579,38.8219985962
4580,33.2630004883
4601,41.2210006714
4602,41.2210006714
4603,41.2210006714
4604,34.9329986572
4624,35.5190010071
4625,41.2210006714
4626,42.6609992981
4627,42.6609992981
4628,42.6609992981
4629,29.2509994507
4648,41.6809997559
4649,46.8190002441
4650,46.8190002441
4651,46.8190002441
4652,45.5810012817
4653,40.1119995117
4672,41.6809997559
4673,47.9399986267
4674,47.9399986267
4675,47.9399986267
4676,45.5810012817
4677,40.1119995117
4696,41.6809997559
4697,47.9399986267
4698,47.9399986267
4699,47.9399986267
4700,45.5810012817
4701,40.1119995117
4720,35.8520011902
4721,47.9399986267
4722,47.9399986267
4723,47.9399986267
4724,40.4150009155
4850,31.5909996033
4851,36.4210014343
4852,36.4210014343
4853,36.4210014343
4874,43.5089988708
4875,53.2589988708
4876,53.2589988708
4877,53.2589988708
