,scores,cavity
1559,17.597000122070312,1
1560,17.597000122070312,1
1561,17.597000122070312,1
1576,17.597000122070312,1
1577,17.597000122070312,1
1578,17.597000122070312,1
1593,17.597000122070312,1
1594,17.597000122070312,1
1595,17.597000122070312,1
2103,17.597000122070312,1
2104,17.597000122070312,1
2105,17.597000122070312,1
2120,17.597000122070312,1
2121,17.597000122070312,1
2122,17.597000122070312,1
2137,17.597000122070312,1
2138,17.597000122070312,1
2139,17.597000122070312,1
2613,18.277000427246094,1
2614,18.277000427246094,1
2615,18.277000427246094,1
2630,18.277000427246094,1
2631,18.277000427246094,1
2632,18.277000427246094,1
2647,18.277000427246094,1
2648,18.277000427246094,1
2649,18.277000427246094,1
2664,17.597000122070312,1
2665,17.597000122070312,1
2666,17.597000122070312,1
2681,17.597000122070312,1
2682,17.597000122070312,1
2683,17.597000122070312,1
3174,18.277000427246094,1
3175,18.277000427246094,1
3176,18.277000427246094,1
3191,18.277000427246094,1
3192,18.277000427246094,1
3193,18.277000427246094,1
3718,18.277000427246094,1
3735,18.277000427246094,1
8436,18.7810001373291,1
8437,18.7810001373291,1
8438,18.7810001373291,1
8453,18.801000595092773,1
8454,18.801000595092773,1
8455,18.801000595092773,1
8470,18.801000595092773,1
8471,18.801000595092773,1
8472,18.801000595092773,1
8487,18.801000595092773,1
8488,18.801000595092773,1
8489,18.801000595092773,1
8504,17.384000778198242,1
8980,18.7810001373291,1
8981,18.7810001373291,1
8982,18.7810001373291,1
8997,18.801000595092773,1
8998,18.801000595092773,1
8999,18.801000595092773,1
9014,18.801000595092773,1
9015,18.801000595092773,1
9016,18.801000595092773,1
9031,18.801000595092773,1
9032,18.801000595092773,1
9033,18.801000595092773,1
9048,17.384000778198242,1
9488,17.520000457763672,1
9489,17.520000457763672,1
9505,17.520000457763672,1
9506,17.520000457763672,1
9522,17.520000457763672,1
9523,17.520000457763672,1
9524,18.7810001373291,1
9525,18.7810001373291,1
9526,18.7810001373291,1
9541,18.801000595092773,1
9542,18.801000595092773,1
9543,18.801000595092773,1
9558,18.801000595092773,1
9559,18.801000595092773,1
9560,18.801000595092773,1
9575,18.801000595092773,1
9576,18.801000595092773,1
9577,18.801000595092773,1
9592,17.384000778198242,1
10032,17.520000457763672,1
10033,17.520000457763672,1
10049,17.520000457763672,1
10050,17.520000457763672,1
10066,17.520000457763672,1
10067,17.520000457763672,1
10085,17.57699966430664,1
10086,17.57699966430664,1
10087,17.57699966430664,1
10102,17.57699966430664,1
10103,17.57699966430664,1
10104,17.57699966430664,1
10119,17.57699966430664,1
10120,17.57699966430664,1
10121,17.57699966430664,1
10576,17.520000457763672,1
10577,17.520000457763672,1
10593,17.520000457763672,1
10594,17.520000457763672,1
10610,17.520000457763672,1
10611,17.520000457763672,1
12007,18.378000259399414,1
12008,18.378000259399414,1
12009,18.378000259399414,1
12023,19.895000457763672,1
12024,19.895000457763672,1
12025,19.895000457763672,1
12026,18.378000259399414,1
12040,19.895000457763672,1
12041,19.895000457763672,1
12042,19.895000457763672,1
12043,18.378000259399414,1
12057,19.895000457763672,1
12058,19.895000457763672,1
12059,19.895000457763672,1
12074,17.656999588012695,1
12075,17.656999588012695,1
12076,17.656999588012695,1
12106,17.472999572753906,1
12107,17.472999572753906,1
12108,17.472999572753906,1
12123,17.472999572753906,1
12124,17.472999572753906,1
12125,17.472999572753906,1
12140,17.472999572753906,1
12141,17.472999572753906,1
12142,17.472999572753906,1
12550,17.718000411987305,1
12551,18.378000259399414,1
12552,18.378000259399414,1
12553,18.378000259399414,1
12567,19.950000762939453,1
12568,19.950000762939453,1
12569,19.950000762939453,1
12570,19.131999969482422,1
12584,19.950000762939453,1
12585,19.950000762939453,1
12586,19.950000762939453,1
12587,19.131999969482422,1
12601,19.950000762939453,1
12602,19.950000762939453,1
12603,19.950000762939453,1
12604,19.131999969482422,1
12618,17.80500030517578,1
12619,17.80500030517578,1
12620,17.80500030517578,1
12621,17.77199935913086,1
12650,17.472999572753906,1
12651,17.472999572753906,1
12652,17.472999572753906,1
12667,17.472999572753906,1
12668,17.472999572753906,1
12669,17.472999572753906,1
12684,17.472999572753906,1
12685,17.472999572753906,1
12686,17.472999572753906,1
13094,17.718000411987305,1
13095,18.378000259399414,1
13096,18.378000259399414,1
13097,18.378000259399414,1
13111,19.950000762939453,1
13112,19.950000762939453,1
13113,19.950000762939453,1
13114,19.131999969482422,1
13128,19.950000762939453,1
13129,19.950000762939453,1
13130,19.950000762939453,1
13131,19.131999969482422,1
13145,19.950000762939453,1
13146,19.950000762939453,1
13147,19.950000762939453,1
13148,19.131999969482422,1
13162,17.80500030517578,1
13163,17.80500030517578,1
13164,17.80500030517578,1
13165,17.77199935913086,1
13194,17.472999572753906,1
13195,17.472999572753906,1
13196,17.472999572753906,1
13211,17.472999572753906,1
13212,17.472999572753906,1
13213,17.472999572753906,1
13228,17.472999572753906,1
13229,17.472999572753906,1
13230,17.472999572753906,1
13638,17.718000411987305,1
13639,17.718000411987305,1
13640,17.718000411987305,1
13655,19.950000762939453,1
13656,19.950000762939453,1
13657,19.950000762939453,1
13658,19.131999969482422,1
13672,19.950000762939453,1
13673,19.950000762939453,1
13674,19.950000762939453,1
13675,19.131999969482422,1
13689,19.950000762939453,1
13690,19.950000762939453,1
13691,19.950000762939453,1
13692,19.131999969482422,1
13706,17.80500030517578,1
13707,17.80500030517578,1
13708,17.80500030517578,1
13709,17.77199935913086,1
17271,17.613000869750977,1
17272,17.613000869750977,1
17273,17.613000869750977,1
17296,17.613000869750977,1
17297,17.613000869750977,1
17298,17.613000869750977,1
17321,17.613000869750977,1
17322,17.613000869750977,1
17323,17.613000869750977,1
17850,17.90399932861328,1
17851,17.90399932861328,1
17852,17.90399932861328,1
17875,17.90399932861328,1
17876,17.90399932861328,1
17877,17.90399932861328,1
17900,18.155000686645508,1
17901,18.155000686645508,1
17902,18.155000686645508,1
17924,18.524999618530273,1
17925,18.524999618530273,1
17926,18.524999618530273,1
17927,18.155000686645508,1
17948,18.25200080871582,1
17949,18.524999618530273,1
17950,18.524999618530273,1
17951,18.524999618530273,1
17952,18.155000686645508,1
17972,17.72599983215332,1
17973,18.25200080871582,1
17974,18.524999618530273,1
17975,18.524999618530273,1
17976,18.524999618530273,1
17977,17.518999099731445,1
17996,18.083999633789062,1
17997,18.083999633789062,1
