,scores
554,18.7280006409
555,18.7280006409
556,18.7280006409
569,16.031999588
570,16.031999588
571,18.7280006409
572,18.7280006409
573,18.7280006409
588,18.7280006409
589,18.7280006409
590,18.7280006409
809,18.7280006409
810,18.7280006409
811,18.7280006409
824,16.031999588
825,16.031999588
826,18.7280006409
827,18.7280006409
828,18.7280006409
843,18.7280006409
844,18.7280006409
845,18.7280006409
860,17.2059993744
861,17.2059993744
862,17.2059993744
1064,18.7280006409
1065,18.7280006409
1066,18.7280006409
1080,17.4309997559
1081,18.7280006409
1082,18.7280006409
1083,18.7280006409
1097,17.4309997559
1098,18.7280006409
1099,18.7280006409
1100,18.7280006409
1114,17.4309997559
1115,17.4309997559
1116,17.4309997559
1117,17.2059993744
1132,16.781999588
1133,16.781999588
1134,16.781999588
1319,17.3899993896
1320,17.3899993896
1321,17.3899993896
1335,17.4309997559
1336,17.4309997559
1337,17.4309997559
1338,17.3899993896
1351,15.9739999771
1352,17.4309997559
1353,17.4309997559
1354,17.4309997559
1355,17.3899993896
1368,15.9739999771
1369,17.4309997559
1370,17.4309997559
1371,17.4309997559
1372,17.2059993744
1385,15.9739999771
1386,16.6259994507
1387,16.781999588
1388,16.781999588
1389,16.781999588
1403,16.0559997559
1404,16.0559997559
1405,16.0559997559
1575,16.4570007324
1590,17.4309997559
1591,17.4309997559
1592,17.4309997559
1593,16.908000946
1606,15.9739999771
1607,17.4309997559
1608,17.4309997559
1609,17.4309997559
1610,16.908000946
1623,15.9739999771
1624,17.4309997559
1625,17.4309997559
1626,17.4309997559
1627,16.908000946
1640,15.9739999771
1641,16.6259994507
1642,16.781999588
1643,16.781999588
1644,16.781999588
1658,16.0559997559
1659,16.0559997559
1660,16.0559997559
1862,16.6259994507
1876,15.7969999313
1877,15.7969999313
1878,15.9739999771
1879,16.6259994507
1893,15.7969999313
1894,15.7969999313
1895,15.9739999771
1896,16.6259994507
1910,15.7969999313
1911,15.7969999313
1912,15.7969999313
1913,16.0559997559
1914,16.0559997559
1915,16.0559997559
2131,15.7969999313
2132,15.7969999313
2148,15.7969999313
2149,15.7969999313
2150,15.7969999313
2165,15.7969999313
2166,15.7969999313
2167,15.7969999313
2386,15.7969999313
2387,15.7969999313
2403,15.7969999313
2404,15.7969999313
2405,15.7969999313
3735,27.8479995728
3736,27.8479995728
3737,27.8479995728
3752,27.8479995728
3753,27.8479995728
3754,27.8479995728
3769,27.8479995728
3770,27.8479995728
3771,27.8479995728
3990,27.8479995728
3991,27.8479995728
3992,27.8479995728
4007,27.8479995728
4008,27.8479995728
4009,27.8479995728
4024,27.8479995728
4025,27.8479995728
4026,27.8479995728
4245,27.8479995728
4246,27.8479995728
4247,27.8479995728
4262,27.8479995728
4263,27.8479995728
4264,27.8479995728
4279,27.8479995728
4280,27.8479995728
4281,27.8479995728
4492,16.3689994812
4493,16.4519996643
4500,27.6140003204
4501,27.6140003204
4502,27.6140003204
4509,16.3689994812
4517,27.6140003204
4518,27.6140003204
4519,27.6140003204
4534,27.6140003204
4535,27.6140003204
4536,27.6140003204
4732,17.593000412
4733,17.593000412
4734,17.593000412
4747,16.8479995728
4748,17.1130008698
4749,17.593000412
4750,17.593000412
4751,17.593000412
4764,16.8479995728
4765,17.1130008698
4766,17.593000412
4767,17.593000412
4768,17.593000412
4782,17.1130008698
4783,17.1130008698
4784,17.1130008698
4987,17.593000412
4988,17.593000412
4989,17.593000412
4990,16.0540008545
5002,16.8479995728
5003,17.4430007935
5004,17.593000412
5005,17.593000412
5006,17.593000412
5017,16.9729995728
5018,16.9729995728
5019,16.9729995728
5020,17.4430007935
5021,17.593000412
5022,17.593000412
5023,17.593000412
5034,16.9729995728
5036,16.9729995728
5037,17.4430007935
5038,17.4430007935
5039,17.4430007935
5040,17.4099998474
5051,16.9729995728
5053,16.9729995728
5226,15.8420000076
5227,15.8420000076
5242,17.593000412
5243,17.593000412
5244,17.593000412
5257,16.8479995728
5258,17.4430007935
5259,17.593000412
5260,17.593000412
5261,17.593000412
5272,16.9729995728
5273,17.2609996796
5274,17.3409996033
5275,17.7080001831
5276,17.7080001831
5277,17.7080001831
5278,17.593000412
5289,16.9729995728
5291,17.3409996033
5292,17.7080001831
5293,17.7080001831
5294,17.7080001831
5295,17.4099998474
5306,16.9729995728
5308,17.3409996033
5309,17.7080001831
5310,17.7080001831
5311,17.7080001831
5481,15.8420000076
5482,15.8420000076
5497,17.5799999237
5498,17.5799999237
5499,17.5799999237
5513,17.4430007935
5514,17.5799999237
5515,17.5799999237
5516,17.5799999237
5527,16.9729995728
5528,17.2609996796
5529,17.3409996033
5530,17.7080001831
