,scores
281,25.1200008392
282,26.9319992065
283,26.9319992065
284,26.9319992065
290,25.1200008392
291,29.0359992981
292,29.0359992981
293,29.0359992981
294,25.1840000153
299,30.25
300,37.7080001831
301,37.7080001831
302,37.7080001831
303,33.1500015259
389,25.1200008392
390,26.9319992065
391,26.9319992065
392,26.9319992065
393,21.4400005341
398,25.1200008392
399,29.0359992981
400,29.0359992981
401,29.0359992981
402,25.1840000153
407,30.25
408,37.7080001831
409,37.7080001831
410,37.7080001831
411,33.1500015259
506,23.4300003052
507,25.5119991302
508,25.5119991302
509,25.5119991302
515,29.3659992218
516,36.7280006409
517,36.7280006409
518,36.7280006409
519,31.2019996643
618,30.9379997253
624,29.5960006714
625,29.5960006714
626,29.5960006714
627,32.6300010681
722,22.6800003052
726,30.9379997253
735,32.6300010681
785,27.1439990997
794,27.1439990997
803,27.25
812,27.25
821,54.5
830,49.9280014038
834,61.8759994507
843,65.2600021362
884,29.6060009003
885,29.6060009003
886,29.232000351
887,29.232000351
893,29.6060009003
894,29.6060009003
895,29.232000351
896,29.232000351
902,29.6060009003
903,29.6060009003
904,29.232000351
905,29.232000351
911,29.1760005951
920,27.25
929,27.2840003967
938,27.2840003967
939,27.2840003967
947,27.2840003967
948,27.2840003967
992,29.6060009003
993,29.6060009003
994,29.232000351
995,29.232000351
1001,29.6060009003
1002,29.6060009003
1003,29.232000351
1004,29.232000351
1010,29.6060009003
1011,29.6060009003
1012,29.232000351
1019,30.436000824
1020,30.436000824
1028,33.2379989624
1029,33.2379989624
1037,33.2379989624
1038,33.2379989624
1046,33.2379989624
1047,33.2379989624
1100,29.6060009003
1101,29.6060009003
1102,29.232000351
1103,29.232000351
1104,23.6359996796
1109,29.6060009003
1110,29.6060009003
1111,29.232000351
1112,29.232000351
1113,23.6359996796
1118,29.6060009003
1119,29.6060009003
1120,29.232000351
1121,29.232000351
1127,30.436000824
1128,30.436000824
1129,24.986000061
1136,33.2379989624
1137,33.2379989624
1145,33.2379989624
1146,33.2379989624
1154,33.2379989624
1155,33.2379989624
1163,27.2840003967
1164,27.2840003967
1208,27.8320007324
1209,27.8320007324
1210,24.9799995422
1217,27.6399993896
1218,26.3659992218
1219,24.8260002136
1226,26.2479991913
1227,25.3980007172
1228,23.5520000458
1235,30.436000824
1236,30.436000824
1244,33.2379989624
1245,33.2379989624
1253,33.2379989624
1254,33.2379989624
1262,33.2379989624
1263,33.2379989624
1316,27.8320007324
1317,27.8320007324
1318,24.9799995422
1325,27.6399993896
1326,26.3659992218
1327,24.8260002136
1343,30.0079994202
1352,30.0079994202
1361,30.0079994202
3792,23.672000885
3793,27.3680000305
3794,27.3680000305
3795,38.8479995728
3796,38.8479995728
3797,41.2560005188
3798,45.5519981384
3799,49.7919998169
3800,49.7919998169
3801,49.7919998169
3802,43.5120010376
3803,43.2159996033
3804,41.0519981384
3805,41.0519981384
3806,41.0519981384
3807,38.8759994507
3808,36.1440010071
3830,28.9960002899
3831,29.3560009003
3832,37.1839981079
3833,42.3479995728
3834,49.7919998169
3835,49.7919998169
3836,49.7919998169
3837,43.4920005798
3838,43.2159996033
3839,39.2439994812
3840,31.6319999695
3841,30.4519996643
3842,25.4239997864
3868,37.5999984741
3869,37.5999984741
3870,37.5999984741
3871,37.4440002441
3872,37.4440002441
3873,31.8640003204
3874,29.4720001221
3903,25.6639995575
3904,29.4960002899
3905,29.4960002899
3906,29.4960002899
3907,24.4599990845
4259,13.001999855
4260,13.001999855
4261,13.001999855
4294,13.5520000458
4295,13.5520000458
4296,13.5520000458
4329,13.5520000458
4330,13.5520000458
4331,13.5520000458
4364,13.5520000458
4365,13.5520000458
4366,13.5520000458
4844,26.6959991455
4845,30.4279994965
4846,37.7039985657
4847,37.7039985657
4848,45.5519981384
4849,49.7919998169
4850,49.7919998169
4851,49.7919998169
4852,40.1279983521
4853,35.4920005798
4854,33.5079994202
4855,28.6240005493
4856,25.1520004272
4857,25.1520004272
4881,28.236000061
4882,28.236000061
4883,42.3479995728
4884,49.7919998169
4885,49.7919998169
4886,49.7919998169
4887,39.65599823
4888,30.3120002747
4889,24.8560009003
4919,36.2879981995
4920,36.2879981995
4921,36.2879981995
5241,12.9479999542
5242,12.9479999542
5243,12.9479999542
5276,12.9479999542
5277,12.9479999542
5278,12.9479999542
5309,13.001999855
5310,13.001999855
5311,13.001999855
5312,12.9479999542
5313,12.9479999542
5344,13.5520000458
5345,13.5520000458
5346,13.5520000458
5895,24.8880004883
5896,24.8880004883
5897,29.2800006866
5898,39.8120002747
5899,49.7919998169
5900,49.7919998169
5901,49.7919998169
5902,37.4440002441
5903,31.6439990997
5931,23.4400005341
5932,23.4400005341
5933,28.4319992065
5934,49.7919998169
5935,49.7919998169
5936,49.7919998169
5937,36.7120018005
5938,25.263999939
5969,24.3759994507
5970,24.3759994507
5971,24.3759994507
6256,12.0419998169
6257,12.0419998169
6258,12.0419998169
6290,14.765999794
6291,15.3780002594
6292,15.3780002594
6293,15.3780002594
6324,15.281999588
6325,15.281999588
6326,16.9379997253
6327,16.9379997253
6328,16.9379997253
6359,20.968000412
6360,20.968000412
6361,20.968000412
6362,16.9379997253
6363,16.9379997253
6394,20.968000412
6395,20.968000412
6396,20.968000412
6397,16.9379997253
6398,16.9379997253
6424,11.9040002823
6429,20.968000412
6430,20.968000412
6431,20.968000412
6432,15.9899997711
6433,15.9899997711
6459,11.9040002823
6468,13.9479999542
6494,11.9040002823
6495,11.9040002823
6496,13.3859996796
6503,13.9479999542
6531,13.3859996796
6566,13.3859996796
6567,13.3859996796
6601,12.8640003204
6602,12.8640003204
6603,12.8640003204
6945,24.8880004883
6946,24.8880004883
6947,28.1800003052
6948,39.6959991455
6949,39.6959991455
6950,39.6959991455
6951,35.9480018616
6952,30.0559997559
6953,24.763999939
6983,26.2560005188
6984,31.2759990692
6985,31.2759990692
6986,31.2759990692
6987,26.3040008545
7260,12.2159996033
7261,12.2159996033
7262,12.2159996033
7270,12.8319997787
7271,16.2980003357
7272,16.2980003357
7273,16.2980003357
7295,12.2159996033
7296,12.2159996033
7297,12.2159996033
7305,12.8319997787
7306,17.0879993439
7307,17.0879993439
7308,17.0879993439
7328,12.8000001907
7329,12.8000001907
7330,12.8000001907
7331,12.2159996033
7332,12.2159996033
7340,15.9020004272
7341,17.8360004425
7342,17.8360004425
7343,17.8360004425
