,scores
746,16.4930000305
747,16.4930000305
748,16.4930000305
765,16.4930000305
766,16.4930000305
767,16.4930000305
768,15.357000351
784,16.4930000305
785,16.4930000305
786,16.4930000305
787,15.357000351
804,15.357000351
805,15.357000351
806,15.357000351
1050,52.2919998169
1051,52.2919998169
1052,52.2919998169
1069,65.9720001221
1070,65.9720001221
1071,65.9720001221
1088,65.9720001221
1089,65.9720001221
1090,65.9720001221
1091,61.4280014038
1107,65.9720001221
1108,65.9720001221
1109,65.9720001221
1110,61.4280014038
1127,61.4280014038
1128,61.4280014038
1129,61.4280014038
1183,15.7419996262
1184,19.4489994049
1185,19.4489994049
1186,19.4489994049
1187,16.3630008698
1199,15.3210000992
1200,15.3210000992
1201,15.3210000992
1202,15.7419996262
1203,19.4489994049
1204,19.4489994049
1205,19.4489994049
1206,16.3630008698
1218,15.3210000992
1219,15.3210000992
1220,15.3210000992
1221,15.7419996262
1222,19.4489994049
1223,19.4489994049
1224,19.4489994049
1225,16.3630008698
1237,15.3210000992
1238,15.3210000992
1239,15.3210000992
1241,15.4770002365
1242,15.4770002365
1243,15.4770002365
1244,14.8870000839
1373,52.2919998169
1374,52.2919998169
1375,52.2919998169
1392,65.9720001221
1393,65.9720001221
1394,65.9720001221
1411,65.9720001221
1412,65.9720001221
1413,65.9720001221
1414,61.4280014038
1430,65.9720001221
1431,65.9720001221
1432,65.9720001221
1433,61.4280014038
1450,61.4280014038
1451,61.4280014038
1452,61.4280014038
1506,15.9770002365
1507,19.4489994049
1508,19.5130004883
1509,19.5130004883
1510,19.5130004883
1512,16.6730003357
1522,15.3210000992
1523,15.3210000992
1524,15.3210000992
1525,15.9770002365
1526,19.4489994049
1527,19.5130004883
1528,19.5130004883
1529,19.5130004883
1530,16.6730003357
1541,15.3210000992
1542,15.3210000992
1543,15.3210000992
1544,15.9770002365
1545,19.4489994049
1546,19.5130004883
1547,19.5130004883
1548,19.5130004883
1549,16.6730003357
1560,15.3210000992
1561,15.3210000992
1562,15.3210000992
1564,15.4770002365
1565,15.4770002365
1566,15.626999855
1567,15.626999855
1568,15.626999855
1686,15.251999855
1696,52.2919998169
1697,52.2919998169
1698,52.2919998169
1715,52.2919998169
1716,52.2919998169
1717,52.2919998169
1734,52.2919998169
1735,52.2919998169
1736,52.2919998169
1829,15.9770002365
1830,19.4489994049
1831,19.5130004883
1832,19.5130004883
1833,19.5130004883
1845,15.3210000992
1846,15.3210000992
1847,15.3210000992
1848,15.9770002365
1849,19.4489994049
1850,19.5130004883
1851,19.5130004883
1852,19.5130004883
1864,15.3210000992
1865,15.3210000992
1866,15.3210000992
1867,15.9770002365
1868,19.4489994049
1869,19.5130004883
1870,19.5130004883
1871,19.5130004883
1872,18.3470001221
1883,15.3210000992
1884,15.3210000992
1885,15.3210000992
1887,15.4770002365
1888,15.4770002365
1889,15.626999855
1890,16.6790008545
1891,16.6790008545
1990,17.2630004883
1991,17.2630004883
1992,17.2630004883
2008,35.1920013428
2009,19.9810009003
2010,19.9810009003
2011,19.9810009003
2027,35.1920013428
2028,19.9810009003
2029,19.9810009003
2030,19.9810009003
2047,19.9810009003
2048,19.9810009003
2049,19.9810009003
2115,15.8400001526
2134,15.8400001526
2152,15.9770002365
2153,17.0510005951
2154,19.5130004883
2155,19.5130004883
2156,19.5130004883
2171,15.9770002365
2172,17.0510005951
2173,19.5130004883
2174,19.5130004883
2175,19.5130004883
2190,15.9770002365
2191,17.0510005951
2192,19.5130004883
2193,19.5130004883
2194,19.5130004883
2195,18.3470001221
2196,17.9519996643
2212,15.626999855
2213,16.6790008545
2214,16.6790008545
2312,18.0949993134
2313,19.1439990997
2314,19.1439990997
2315,19.1439990997
2331,37.0839996338
2332,19.9810009003
2333,19.9810009003
2334,19.9810009003
2350,37.0839996338
2351,19.9810009003
2352,19.9810009003
2353,19.9810009003
2369,37.0839996338
2370,19.9810009003
2371,19.9810009003
2372,19.9810009003
2438,15.8400001526
2439,15.8400001526
2455,14.9569997787
2456,14.9569997787
2457,15.8400001526
2458,16.8619995117
2459,16.8619995117
2474,14.9569997787
2475,14.9569997787
2477,16.8619995117
2478,18.3470001221
2479,18.3470001221
2496,16.8619995117
2497,18.3470001221
2498,18.3470001221
2515,16.6650009155
2516,18.3470001221
2517,18.3470001221
2518,18.3470001221
2519,17.9519996643
2535,14.8269996643
2536,16.6790008545
2537,16.6790008545
2538,16.6790008545
2635,18.0949993134
2636,19.1439990997
2637,19.1439990997
2638,19.1439990997
2654,37.0839996338
2655,19.9810009003
2656,19.9810009003
2657,19.9810009003
2672,32.9720001221
2673,37.0839996338
2674,19.9810009003
2675,19.9810009003
2676,19.9810009003
2692,37.0839996338
2693,19.9810009003
2694,19.9810009003
2695,19.9810009003
2761,15.8400001526
2762,15.8400001526
2763,15.8400001526
2780,15.8400001526
2781,15.8400001526
2782,15.8400001526
2783,15.1990003586
2797,14.9569997787
2798,14.9569997787
2799,15.8400001526
2800,16.6650009155
2801,16.6650009155
2802,17.9519996643
2803,17.9519996643
