,scores
1543,42.6380004883
1544,42.6380004883
1545,42.6380004883
1994,44.0159988403
1997,51.8709983826
1998,51.8709983826
1999,51.8709983826
2019,53.4480018616
2020,53.4480018616
2021,53.4480018616
2022,45.5379981995
2024,41.4020004272
2025,51.8709983826
2026,51.8709983826
2027,51.8709983826
2046,50.4630012512
2047,53.4480018616
2048,53.4480018616
2049,53.4480018616
2050,45.5379981995
2052,41.4020004272
2053,51.8709983826
2054,51.8709983826
2055,51.8709983826
2074,50.4630012512
2075,53.4480018616
2076,53.4480018616
2077,53.4480018616
2078,45.5379981995
2102,50.4630012512
2103,51.7569999695
2104,51.7569999695
2105,51.7569999695
2106,45.3670005798
2130,45.5069999695
2131,45.5359992981
2132,45.5359992981
2133,45.5359992981
2134,39.2900009155
2159,38.2179985046
2160,38.2179985046
2161,38.2179985046
2528,47.6160011292
2529,52.0410003662
2530,52.1339988708
2531,52.1339988708
2532,52.1339988708
2556,47.6160011292
2557,52.0410003662
2558,52.1339988708
2559,55.125
2560,55.125
2561,55.125
2579,53.4480018616
2580,53.4480018616
2581,53.4480018616
2584,47.6160011292
2585,52.0410003662
2586,52.1339988708
2587,55.125
2588,55.125
2589,55.125
2606,50.4630012512
2607,58.8349990845
2608,58.8349990845
2609,58.8349990845
2610,50.8899993896
2611,44.1829986572
2613,51.8709983826
2614,51.8709983826
2615,55.125
2616,55.125
2617,55.125
2634,50.4630012512
2635,65.233001709
2636,65.233001709
2637,65.233001709
2638,55.6980018616
2639,41.4199981689
2641,49.8569984436
2642,49.8569984436
2643,49.8569984436
2662,50.4630012512
2663,65.233001709
2664,65.233001709
2665,65.233001709
2666,56.2529983521
2667,39.2309989929
2690,45.5069999695
2691,65.233001709
2692,65.233001709
2693,65.233001709
2694,56.2529983521
2695,39.2309989929
2718,42.1030006409
2719,47.0730018616
2720,56.2529983521
2721,56.2529983521
2722,56.2529983521
3089,52.0410003662
3090,52.1339988708
3091,52.1339988708
3092,52.1339988708
3116,48.8380012512
3117,52.0410003662
3118,52.2249984741
3119,55.125
3120,55.125
3121,55.125
3139,53.4480018616
3140,53.4480018616
3141,53.4480018616
3144,48.8380012512
3145,52.0410003662
3146,52.2249984741
3147,55.125
3148,55.125
3149,55.125
3166,50.4630012512
3167,59.8149986267
3168,59.8149986267
3169,59.8149986267
3170,50.8899993896
3172,48.8380012512
3173,51.8709983826
3174,52.2249984741
3175,55.125
3176,55.125
3177,55.125
3194,53.2760009766
3195,69.0360031128
3196,69.0360031128
3197,69.0360031128
3198,66.8140029907
3199,47.716999054
3201,49.8569984436
3202,49.8569984436
3203,50.7389984131
3204,50.7389984131
3205,50.7389984131
3222,53.2760009766
3223,72.8399963379
3224,72.8399963379
3225,72.8399963379
3226,66.8140029907
3227,48.2719993591
3250,53.2760009766
3251,72.8399963379
3252,72.8399963379
3253,72.8399963379
3254,66.8140029907
3255,48.2719993591
3278,42.1030006409
3279,72.8399963379
3280,72.8399963379
3281,72.8399963379
3282,56.2529983521
3283,48.2719993591
3649,52.0410003662
3650,52.1339988708
3651,52.1339988708
3652,52.1339988708
3676,48.8380012512
3677,52.0410003662
3678,52.2249984741
3679,55.125
3680,55.125
3681,55.125
3704,48.8380012512
3705,54.3310012817
3706,54.3310012817
3707,55.125
3708,55.125
3709,55.125
3727,59.8149986267
3728,59.8149986267
3729,59.8149986267
3730,50.8899993896
3732,48.8380012512
3733,54.3310012817
3734,54.3310012817
3735,55.125
3736,55.125
3737,55.125
3754,53.2760009766
3755,69.0360031128
3756,69.0360031128
3757,69.0360031128
3758,66.8140029907
3759,47.716999054
3761,54.3310012817
3762,54.3310012817
3763,54.3310012817
3764,54.2060012817
3765,50.7389984131
3766,48.3370018005
3782,53.2760009766
3783,72.8399963379
3784,72.8399963379
3785,72.8399963379
3786,66.8140029907
3787,53.5270004272
3810,53.2760009766
3811,72.8399963379
3812,72.8399963379
